Make,Model,Variant,Displacement,Cylinders,Fuel_Tank_Capacity,Fuel_Type,Mileage,Mileage,Gross_Vehicle_Weight,Kerb_Weight
Hyundai,Verna,1.6 Vtvt Sx,1591,4,45,Petrol,0,0,,
Hyundai,Verna,1.6 Crdi Sx,1582,4,45,Diesel,19.9,19.9,,
Hyundai,Verna,1.6 Crdi Sx (O),1582,4,45,Diesel,19.9,19.9,,
Hyundai,Verna,1.6 Vtvt Sx (O),1591,4,45,Petrol,0,0,,
Hyundai,Verna,1.6 Crdi Sx Plus At,1582,4,45,Diesel,14,14,,
Hyundai,Verna,1.6 Vtvt Sx(O) At,1591,4,45,Petrol,0,0,,
Hyundai,Verna,1.4 Vtvt Ex,1396,4,45,Petrol,0,0,,
Hyundai,Verna,1.4 Vtvt E,1396,4,45,Petrol,0,0,,
Hyundai,Verna,1.6 Vtvt Sx (O) Anniversary Edition,1591,4,45,Petrol,0,0,,
Hyundai,Verna,1.6 Vtvt Sx Plus At,1591,4,45,Petrol,0,0,,
Hyundai,Verna,1.6 Crdi Sx(O) At,1582,4,45,Diesel,14,14,,
Hyundai,Verna,1.4 Crdi E,1396,4,45,Diesel,0,0,,
Hyundai,Verna,1.4 Crdi Ex,1396,4,45,Diesel,0,0,,
Mahindra,Xuv300,1.2 W4,1197,4,42,Petrol,0,0,,
Mahindra,Xuv300,1.2 W6,1197,4,42,Petrol,0,0,,
Mahindra,Xuv300,1.2 W8,1197,4,42,Petrol,0,0,,
Mahindra,Xuv300,1.2 W8(O),1197,4,42,Petrol,0,0,,
Mahindra,Xuv300,1.5 W4,1497,4,42,Diesel,0,0,,
Mahindra,Xuv300,1.5 W6,1497,4,42,Diesel,0,0,,
Mahindra,Xuv300,1.5 W8,1497,4,42,Diesel,0,0,,
Mahindra,Xuv300,1.5 W8 (O),1497,4,42,Diesel,0,0,,
Mahindra,Xuv300,1.5 W8 Amt,1497,4,42,Diesel,0,0,,
Mahindra,Xuv300,1.5 W8 (O) Amt,1497,4,42,Diesel,0,0,,
Mahindra,Xuv300,1.5 W6 Amt,1497,4,42,Diesel,0,0,,
Renault,Lodgy,85 Ps Std,1461,4,50,Diesel,21.04,21.04,1338 kg,1299 kg
Renault,Lodgy,85 Ps Rxe 8 Seater,1461,4,50,Diesel,21.04,21.04,1338 kg,1299 kg
Renault,Lodgy,Stepway Rxz 110Ps 8-Seater,1461,4,50,Diesel,21.04,21.04,,1338 kg
Renault,Lodgy,Stepway Rxz 110Ps 7-Seater,1461,4,50,Diesel,21.04,21.04,,1368 kg
Renault,Lodgy,Stepway Rxl 85Ps 8-Seater,1461,4,50,Diesel,21.04,21.04,1338 kg,1299 kg
Renault,Lodgy,Stepway Rxz 85Ps 8-Seater,1461,4,50,Diesel,21.04,21.04,1338 kg,1299 kg
Renault,Lodgy,85 Ps Rxe 7 Seater,1461,4,50,Diesel,21.04,21.04,1338 kg,1299 kg
Volkswagen,Vento,Trendline 1.6 (P),1598,4,55,Petrol,12.1,12.1,1680 kg,1140 kg
Volkswagen,Vento,Highline 1.6 (P),1598,4,55,Petrol,0,0,1680 kg,1140 kg
Volkswagen,Vento,Comfortline 1.6 (P),1598,4,55,Petrol,0,0,1680 kg,1137 kg
Volkswagen,Vento,Highline 1.2 (P) Dsg,1197,4,55,Petrol,0,0,1720 kg,1179 kg
Volkswagen,Vento,Highline Plus 1.2 (P) Dsg,1197,4,55,Petrol,0,0,1720 kg,1174 kg
Volkswagen,Vento,Trendline 1.5 (D),1498,4,55,Diesel,0,0,1750 kg,1193 kg
Volkswagen,Vento,Comfortline 1.5 (D),1498,4,55,Diesel,0,0,1750 kg,1208 kg
Volkswagen,Vento,Highline 1.5 (D),1498,4,55,Diesel,0,0,1750 kg,1211 kg
Volkswagen,Vento,Highline 1.5 (D) Dsg,1498,4,55,Diesel,0,0,1770 kg,1211 kg
Volkswagen,Vento,Highline Plus 1.5 (D) Dsg,1498,4,55,Diesel,0,0,1750 kg,1211 kg
Volkswagen,Vento,Gt Line (D),1498,4,45,Diesel,19,19,1620 kg,1148 kg
Volkswagen,Vento,Gt Line (P) Dsg,1197,4,45,Petrol,17,17,1580 kg,1109 kg
Mahindra,E2O Plus,P4,0,2,45,Electric,80,80,1257 kg,937 kg
Mahindra,E2O Plus,P6,0,2,45,Electric,80,80,1257 kg,937 kg
Tata,Tigor Ev,Xm+,0,3,35,Electric,0,0,,
Tata,Tigor Ev,Xt+,0,3,35,Electric,0,0,,
Tata,Tigor Ev,Xe+,0,3,35,Electric,0,0,,
Honda,Brv,E Petrol,1497,4,42,Petrol,12,12,,1199 kg
Honda,Brv,S Petrol,1497,4,42,Petrol,12,12,,1217 kg
Honda,Brv,V Petrol,1497,4,42,Petrol,12,12,,1225 kg
Honda,Brv,Vx Petrol,1497,4,42,Petrol,12,12,,1235 kg
Honda,Brv,V Cvt Petrol,1497,4,42,Petrol,12,12,,1238 kg
Honda,Brv,S Diesel,1498,4,42,Diesel,16.2,16.2,,1289 kg
Honda,Brv,V Diesel,1498,4,42,Diesel,16.2,16.2,,1301 kg
Honda,Brv,Vx Diesel,1498,4,42,Diesel,16.2,16.2,,1306 kg
Mahindra,Thar,Crde,2498,4,60,Diesel,0,0,,1750 kg
Mahindra,Thar,700 Special Edition,2498,4,60,Diesel,0,0,,1750 kg
Mahindra,Thar,Crde Abs,2498,4,60,Diesel,0,0,,1750 kg
Force,Gurkha,Xpedition 5 Door,2596,4,63,Diesel,14,14,2775 kg,
Force,Gurkha,Xplorer 3 Door,2596,4,63,Diesel,14,14,2510 kg,
Force,Gurkha,Xtreme,2149,4,63,Diesel,0,0,,
Force,Gurkha,Xtreme Abs,2149,4,63,Diesel,0,0,,
Force,Gurkha,Xpedition 3 Door,2596,4,63,Diesel,14,14,2775 kg,
Force,Gurkha,Xplorer 5 Door,2596,4,63,Diesel,14,14,2510 kg,
Maruti Suzuki,Xl6,Zeta Mt,1462,4,45,Petrol,0,0,1730 kg,1180 kg
Maruti Suzuki,Xl6,Alpha Mt,1462,4,45,Petrol,0,0,1730 kg,1180 kg
Maruti Suzuki,Xl6,Zeta At,1462,4,45,Petrol,0,0,1730 kg,1180 kg
Maruti Suzuki,Xl6,Alpha At,1462,4,45,Petrol,0,0,1730 kg,1180 kg
Fiat,Abarth Avventura,1.4 T-Jet,1368,4,45,Petrol,17,17,,
Mahindra,Tuv300 Plus,P4,2179,3,60,Diesel,18.49,18.49,2410 kg,
Mahindra,Tuv300 Plus,P6,2179,3,60,Diesel,18.49,18.49,2410 kg,
Mahindra,Tuv300 Plus,P8,2179,3,60,Diesel,18.49,18.49,2410 kg,
Mahindra,Marazzo,M2 7 Str,1497,4,45,Diesel,0,0,,
Mahindra,Marazzo,M4 7 Str,1497,4,45,Diesel,0,0,,
Mahindra,Marazzo,M6 7 Str,1497,4,45,Diesel,0,0,,
Mahindra,Marazzo,M8 7 Str,1497,4,45,Diesel,0,0,,
Mahindra,Marazzo,M2 8 Str,1497,4,45,Diesel,0,0,,
Mahindra,Marazzo,M4 8 Str,1497,4,45,Diesel,0,0,,
Mahindra,Marazzo,M6 8 Str,1497,4,45,Diesel,0,0,,
Mahindra,Marazzo,M8 8 Str,1497,4,45,Diesel,0,0,,
Mahindra,Scorpio,S3 2Wd,2523,4,60,Diesel,11.5,11.5,2510 kg,
Mahindra,Scorpio,4Wd Getaway,2179,4,80,Diesel,8.1,8.1,2610 kg,1865 kg
Mahindra,Scorpio,2Wd Getaway,2179,4,80,Diesel,9.4,9.4,2650 kg,2510 kg
Mahindra,Scorpio,S5 2Wd,2179,4,60,Diesel,11.5,11.5,2510 kg,
Mahindra,Scorpio,S7 120 2Wd,2179,4,60,Diesel,11.5,11.5,2510 kg,
Mahindra,Scorpio,S7 140 2Wd,2179,4,60,Diesel,11.5,11.5,2510 kg,
Mahindra,Scorpio,S11 2Wd,2179,4,60,Diesel,11.5,11.5,2510 kg,
Mahindra,Scorpio,S11 4Wd,2179,4,60,Diesel,11.5,11.5,2610 kg,
Mahindra,Scorpio,S9 2Wd,2179,4,60,Diesel,11.5,11.5,2510 kg,
Skoda,Monte Carlo,Monte Carlo 1.5 Tdi At,1498,4,55,Diesel,18,18,1770 kg,1228 kg
Skoda,Monte Carlo,Monte Carlo 1.6 Mpi At,1598,4,55,Petrol,12,12,1710 kg,1187 kg
Skoda,Monte Carlo,Monte Carlo 1.5 Tdi Mt,1498,4,55,Diesel,18,18,1750 kg,1210 kg
Skoda,Monte Carlo,Monte Carlo 1.6 Mpi Mt,1598,4,55,Petrol,12,12,1680 kg,1137 kg
Mahindra,Xuv500,G At,2179,4,70,Petrol,0,0,2510 kg,1785 kg
Mahindra,Xuv500,W7,2179,4,70,Diesel,16,16,2450 kg,1785 kg
Mahindra,Xuv500,W7 At,2179,4,70,Diesel,16,16,2510 kg,1785 kg
Mahindra,Xuv500,W9,2179,4,70,Diesel,16,16,2510 kg,1785 kg
Mahindra,Xuv500,W9 At,2179,4,70,Diesel,16,16,2510 kg,1785 kg
Mahindra,Xuv500,W11,2179,4,70,Diesel,16,16,2510 kg,1785 kg
Mahindra,Xuv500,W11 At,2179,4,70,Diesel,16,16,2510 kg,1785 kg
Mahindra,Xuv500,W11 (O),2179,4,70,Diesel,16,16,2510 kg,1785 kg
Mahindra,Xuv500,W11 (O) At,2179,4,70,Diesel,16,16,2510 kg,1785 kg
Mahindra,Xuv500,G At,2179,4,70,Petrol,0,0,2510 kg,1785 kg
Mahindra,Xuv500,W7,2179,4,70,Diesel,16,16,2450 kg,1785 kg
Mahindra,Xuv500,W7 At,2179,4,70,Diesel,16,16,2510 kg,1785 kg
Mahindra,Xuv500,W9,2179,4,70,Diesel,16,16,2510 kg,1785 kg
Mahindra,Xuv500,W9 At,2179,4,70,Diesel,16,16,2510 kg,1785 kg
Mahindra,Xuv500,W11,2179,4,70,Diesel,16,16,2510 kg,1785 kg
Mahindra,Xuv500,W11 At,2179,4,70,Diesel,16,16,2510 kg,1785 kg
Mahindra,Xuv500,W11 (O),2179,4,70,Diesel,16,16,2510 kg,1785 kg
Mahindra,Xuv500,W11 (O) At,2179,4,70,Diesel,16,16,2510 kg,1785 kg
Mahindra,Xuv500,W11 (O) Awd,2179,4,70,Diesel,16,16,2510 kg,1785 kg
Mahindra,Xuv500,W11 (O) Awd At,2179,4,70,Diesel,16,16,2510 kg,1785 kg
Mahindra,Xuv500,W3,2179,4,70,Diesel,16,16,2510 kg,1785 kg
Mahindra,E Verito,D4,72,4,0,Electric,110,110,1700 kg,
Mahindra,E Verito,D2,72,4,0,Electric,110,110,1700 kg,
Mahindra,E Verito,D6,72,4,0,Electric,110,110,1700 kg,
Tata,Hexa,Xm Plus 4X2,2179,4,60,Diesel,14,14,,2280 kg
Tata,Hexa,Xt 4X4,2179,4,60,Diesel,14,14,,2280 kg
Tata,Hexa,Xta 4X2,2179,4,60,Diesel,14,14,,2280 kg
Tata,Hexa,Xt 4X2,2179,4,60,Diesel,14,14,,2280 kg
Tata,Hexa,Xe 4X2,2179,4,60,Diesel,14,14,,2280 kg
Tata,Hexa,Xm 4X2,2179,4,60,Diesel,14,14,,2280 kg
Tata,Hexa,Xma 4X2,2179,4,60,Diesel,14,14,,2280 kg
Toyota,Innova Crysta,2.4 Gx 7 Str,2393,4,55,Diesel,12,12,2430 kg,1805 kg
Toyota,Innova Crysta,2.4 Vx 7 Str,2393,4,55,Diesel,12,12,2430 kg,1815 kg
Toyota,Innova Crysta,2.4 Gx 8 Str,2393,4,55,Diesel,12,12,2480 kg,1825 kg
Toyota,Innova Crysta,2.4 Vx 8 Str,2393,4,55,Diesel,12,12,2460 kg,1820 kg
Toyota,Innova Crysta,2.4 Zx 7 Str,2393,4,55,Diesel,12,12,2450 kg,1870 kg
Toyota,Innova Crysta,2.7 Gx At 8 Str,2694,4,55,Petrol,11.2,11.2,2480 kg,1825 kg
Toyota,Innova Crysta,2.7 Gx At 7 Str,2694,4,55,Petrol,11.2,11.2,2480 kg,1825 kg
Toyota,Innova Crysta,2.7 Zx At 7 Str,2393,4,55,Petrol,11.2,11.2,2450 kg,1870 kg
Toyota,Innova Crysta,2.7 Vx 7 Str,2393,4,55,Petrol,11.2,11.2,2430 kg,1815 kg
Toyota,Innova Crysta,2.7 Gx Mt 7 Str,2755,4,55,Petrol,11.2,11.2,2480 kg,1825 kg
Toyota,Innova Crysta,2.7 Gx Mt 8 Str,2755,4,55,Petrol,11.2,11.2,2480 kg,1825 kg
Toyota,Innova Crysta,Touring Sport 2.4 Vx 7 Str,2393,4,55,Diesel,12,12,2430 kg,1828 kg
Toyota,Innova Crysta,Touring Sport 2.7 Vx 7 Str,2393,4,55,Petrol,11.2,11.2,2430 kg,1815 kg
Toyota,Innova Crysta,Touring Sport 2.7 Zx At 7 Str,2694,4,55,Petrol,11.2,11.2,2450 kg,1870 kg
Toyota,Innova Crysta,2.4 G Plus 7 Str,2393,4,55,Diesel,12,12,2430 kg,1805 kg
Toyota,Innova Crysta,2.4 G Plus 8 Str,2393,4,55,Diesel,12,12,2480 kg,1825 kg
Jeep,Compass,1.4 Limited At,1368,6,60,Petrol,0,0,,1562 kg
Jeep,Compass,1.4 Sport,1368,6,60,Petrol,0,0,,1537 kg
Jeep,Compass,1.4 Limited (O) At,1368,6,60,Petrol,0,0,,1562 kg
Jeep,Compass,2.0 Sport,1956,6,60,Diesel,0,0,,1537 kg
Jeep,Compass,2.0 Longitude,1956,6,60,Diesel,0,0,,1551 kg
Jeep,Compass,2.0 Longitude (O),1956,6,60,Diesel,0,0,,1551 kg
Jeep,Compass,2.0 Limited,1956,6,60,Diesel,0,0,,1562 kg
Jeep,Compass,2.0 Limited (O),1956,6,60,Diesel,0,0,,1562 kg
Jeep,Compass,2.0 Limited 4X4,1956,6,60,Diesel,0,0,,1641 kg
Jeep,Compass,2.0 Limited (O) 4X4,1956,6,60,Diesel,0,0,,1641 kg
Jeep,Compass,1.4 Limited Plus At Petrol,1368,6,60,Petrol,0,0,,1562 kg
Jeep,Compass,2.0 Limited Plus 4X2 Diesel,1956,6,60,Diesel,0,0,,1562 kg
Jeep,Compass,2.0 Limited Plus 4X4 Diesel,1956,6,60,Diesel,0,0,,1641 kg
Jeep,Compass,2.0 Sport Plus,1956,6,60,Diesel,0,0,,1537 kg
Jeep,Compass,1.4 Sport Plus,1368,6,60,Petrol,0,0,,1537 kg
Jeep,Compass,1.4 Longitude (O) At,1368,6,60,Petrol,0,0,,1562 kg
Jeep,Compass,1.4 Limited (O) At Petrol Black Pack,1368,6,60,Petrol,0,0,,1562 kg
Jeep,Compass,2.0 Limited (O) Black Pack,1956,6,60,Diesel,0,0,,1562 kg
Jeep,Compass,2.0 Limited (O) 4X4 Black Pack,1956,6,60,Diesel,0,0,,1641 kg
Jeep,Compass,2.0 Limited Plus 4X4 At,1956,6,60,Diesel,0,0,,1562 kg
Jeep,Compass,2.0 Longitude 4X4 At,1956,6,60,Diesel,0,0,,1551 kg
Toyota,Corolla Altis,G Petrol,1798,4,55,Petrol,9.5,9.5,1660 kg,1220 kg
Toyota,Corolla Altis,G At Petrol,1798,4,55,Petrol,9.5,9.5,1680 kg,1260 kg
Toyota,Corolla Altis,Gl Petrol,1798,4,55,Petrol,9.5,9.5,1695 kg,1280 kg
Toyota,Corolla Altis,Gl Diesel,1364,4,43,Diesel,18.2,18.2,1670 kg,1270 kg
Toyota,Corolla Altis,G Diesel,1364,4,43,Diesel,18.4,18.4,1670 kg,1230 kg
Toyota,Corolla Altis,Vl At Petrol,1798,4,55,Petrol,9.5,9.5,1710 kg,1310 kg
Honda,Civic,1.8 V Cvt,1799,4,47,Petrol,0,0,,1268 kg
Honda,Civic,1.8 Vx Cvt,1799,4,47,Petrol,0,0,,1275 kg
Honda,Civic,1.8 Zx Cvt,1799,4,47,Petrol,0,0,,1300 kg
Honda,Civic,1.6 Vx Mt,1597,4,47,Diesel,0,0,,1325 kg
Honda,Civic,1.6 Zx Mt,1597,4,47,Diesel,0,0,,1353 kg
Mg,Zs Ev,Excite,0,0,0,Electric,0,0,,
Mg,Zs Ev,Exclusive,0,0,0,Electric,0,0,,
Kia,Carnival,Premium 7 Str,2199,4,60,Diesel,0,0,,
Kia,Carnival,Premium 8 Str,2199,4,60,Diesel,0,0,,
Kia,Carnival,Prestige 7 Str,2199,4,60,Diesel,0,0,,
Kia,Carnival,Prestige 9 (6+3) Str,2199,4,60,Diesel,0,0,,
Kia,Carnival,Limousine 7 Str,2199,4,60,Diesel,0,0,,
Skoda,Superb,Style 1.8 Tsi Mt,1798,4,66,Petrol,10.6,10.6,2010 kg,1449 kg
Skoda,Superb,Style 1.8 Tsi At,1798,4,66,Petrol,10.1,10.1,2030 kg,1540 kg
Skoda,Superb,L & K 1.8 Tsi At,1798,4,66,Petrol,11.3,11.3,2030 kg,1540 kg
Skoda,Superb,L & K 2.0 Tdi At,1968,4,66,Diesel,15.1,15.1,2060 kg,1565 kg
Skoda,Superb,Style 2.0 Tdi At,1968,4,66,Diesel,15.1,15.1,2060 kg,1565 kg
Skoda,Superb,Corporate Edition 1.8 Tsi At,1798,4,66,Petrol,10.1,10.1,2030 kg,1540 kg
Skoda,Superb,Corporate Edition 2.0 Tdi At,1968,4,66,Diesel,15.1,15.1,2060 kg,1565 kg
Volvo,V40,Kinetic,1984,5,60,Diesel,16.8,16.8,2020 kg,1500 kg
Volvo,V40,R Design,1984,5,60,Diesel,16.8,16.8,2020 kg,1500 kg
Toyota,Fortuner,2.8 4X2 At,2755,4,80,Diesel,12.55,12.55,2610 kg,1970 kg
Toyota,Fortuner,2.8 4X2 Mt,2755,4,80,Diesel,12.55,12.55,2610 kg,1970 kg
Toyota,Fortuner,2.8 4X4 Mt,2755,4,80,Diesel,12.55,12.55,2735 kg,
Toyota,Fortuner,2.8 4X4 At,2755,4,80,Diesel,12.55,12.55,2735 kg,
Toyota,Fortuner,2.7 4X2 At,2694,4,80,Petrol,7.8,7.8,2500 kg,
Toyota,Fortuner,2.7 4X2 Mt,2694,4,80,Petrol,7.8,7.8,2500 kg,
Toyota,Fortuner,Trd Celebratory Edition,2755,4,80,Diesel,12.55,12.55,2610 kg,1970 kg
Ford,Endeavour,3.2L 4X4 At Titanium Plus,3198,5,80,Diesel,7.7,7.7,,2394 kg
Ford,Endeavour,2.2L 4X2 At Titanium Plus,2198,4,80,Diesel,9.3,9.3,,2238 kg
Ford,Endeavour,2.2L 4X2 Mt Titanium,2198,4,80,Diesel,9.3,9.3,,2238 kg
Mini,Cooper 3 Door,Cooper D,1496,3,44,Diesel,0,0,,1245 kg
Mini,Cooper 3 Door,Cooper S,1998,4,44,Petrol,0,0,,1250 kg
Skoda,Kodiaq Scout,2.0 Tdi At,1968,4,63,Diesel,0,0,,1799 kg
Bmw,X1,Sdrive20D Expedition,1995,4,51,Diesel,18,18,,
Bmw,X1,Sdrive20D Xline,1995,4,51,Diesel,18,18,,
Bmw,X1,Xdrive20D M Sport,1995,4,51,Diesel,18,18,,
Bmw,X1,Sdrive20D M Sport,1995,4,61,Diesel,0,0,2000 kg,1670 kg
Bmw,X1,Sdrive20I Xline,1998,4,51,Petrol,15.71,15.71,,
Volvo,S60,Polestar,1969,4,67,Petrol,13.2,13.2,2110 kg,1661 kg
Volvo,S60,Momentum,1984,5,67.5,Diesel,0,0,2110 kg,1665 kg
Bmw,3-Series,320D Sport,1995,4,40,Diesel,0,0,,1590 kg
Bmw,3-Series,320D Luxury Line,1995,4,40,Diesel,0,0,,1590 kg
Bmw,3-Series,330I M Sport,1998,4,59,Petrol,0,0,,1595 kg
Volvo,S60 Cross Country,D4,2400,5,67,Diesel,15.6,15.6,,1776 kg
Audi,Q5,35 Tdi Premium Plus,1968,4,64,Diesel,12,12,2185 kg,1585 kg
Audi,Q5,35 Tdi Technology,1968,4,64,Diesel,12,12,2185 kg,1585 kg
Audi,Q5,45 Tfsi Premium Plus,1984,6,70,Petrol,0,0,2205 kg,1955 kg
Audi,Q5,45 Tfsi Technology,1984,6,70,Petrol,0,0,2205 kg,1955 kg
Land Rover Rover,Range Evoque,S,1999,4,67,Diesel,0,0,2450 kg,1915 kg
Land Rover Rover,Range Evoque,Se R-Dynamic,1999,4,67,Diesel,0,0,2450 kg,1915 kg
Land Rover Rover,Range Evoque,S Petrol,1997,4,67,Petrol,0,0,2430 kg,1929 kg
Land Rover Rover,Range Evoque,Se R-Dynamic Petrol,1997,4,67,Petrol,0,0,2430 kg,1929 kg
Mercedes,Mercedes-Benz E-Class,E200,1991,4,80,Petrol,8.5,8.5,,
Mercedes,Mercedes-Benz E-Class,E350 D,2987,6,80,Diesel,7.45,7.45,,
Mercedes,Mercedes-Benz E-Class,E220D,2987,6,80,Diesel,0,0,,
Mercedes,Mercedes-Benz E-Class,E 63 S Amg,5461,8,80,Petrol,4.5,4.5,2390 kg,1845 kg
Mercedes,Mercedes-Benz E-Class,E200 Expression,1991,4,80,Petrol,8.5,8.5,,
Mercedes,Mercedes-Benz E-Class,E200 Exclusive,1991,4,80,Petrol,8.5,8.5,,
Mercedes,Mercedes-Benz E-Class,E220D Expression,2987,6,80,Diesel,0,0,,
Mercedes,Mercedes-Benz E-Class,E220D Exclusive,2987,6,80,Diesel,0,0,,
Volvo,Xc60,Inscription D5,1969,5,70,Diesel,11.7,11.7,,1879 kg
Bmw,X4,Xdrive20D M Sport X,1995,4,60,Diesel,0,0,,1740 kg
Bmw,X4,Xdrive30D M Sport X,2993,6,68,Diesel,0,0,,1820 kg
Bmw,X4,Xdrive30I M Sport X,1998,6,68,Petrol,0,0,,1820 kg
Jeep,Wrangler,Unlimited,1999,4,85,Petrol,17.5,17.5,,
Mercedes,Mercedes-Benz C-Class Cabriolet,C300,1991,4,60,Petrol,0,0,2200 kg,
Bmw,Z4 Roadster,Sdrive 20I,1998,4,52,Petrol,0,0,1740 kg,1495 kg
Bmw,Z4 Roadster,M 40I,2998,6,52,Petrol,0,0,1860 kg,1610 kg
Mercedes,Mercedes-Benz V-Class,Expression Elwb,2143,4,93,Diesel,0,0,3100 kg,
Mercedes,Mercedes-Benz V-Class,Exclusive Lwb,2143,4,93,Diesel,0,0,3100 kg,
Mercedes,Mercedes-Benz V-Class,Elite,1950,4,70,Diesel,0,0,,
Audi,Q7,45 Tdi Premium Plus,2967,6,75,Diesel,9.3,9.3,2925 kg,2330 kg
Audi,Q7,45 Tdi Technology Pack,2967,6,75,Diesel,9.3,9.3,2925 kg,2330 kg
Audi,Q7,40 Tfsi Quattro Premium Plus,1984,6,75,Petrol,0,0,2925 kg,2330 kg
Audi,Q7,40 Tfsi Quattro Technology Pack,1984,6,75,Petrol,0,0,2925 kg,2330 kg
Audi,Q7,45 Tdi Black Styling,2967,6,75,Diesel,9.3,9.3,2925 kg,2330 kg
Audi,Q7,40 Tfsi Quattro Black Styling,1984,6,75,Petrol,0,0,2925 kg,2330 kg
Land Rover Rover,Range Evoque Convertible,2.0 Hse Dynamic,1998,4,67,Petrol,15.68,15.68,2410 kg,2013 kg
Land Rover Rover,Range Velar,2.0 Diesel R-Dynamic S,1999,4,82,Diesel,15.68,15.68,,
Land Rover Rover,Range Velar,2.0 Petrol R-Dynamic S,1997,4,65,Petrol,12.63,12.63,,
Mercedes,Mercedes-Benz E-Class All Terrain,E 220D,1950,6,80,Diesel,0,0,,
Volvo,Xc90,D5 Inscription,1969,4,68,Diesel,13.2,13.2,,2962 kg
Volvo,Xc90,D5 Momentum,1969,4,68,Diesel,13.2,13.2,2590 kg,2910 kg
Volvo,Xc90,T8 Excellence,1969,4,68,Hybrid,5,5,2590 kg,2910 kg
Volvo,Xc90,T8 Inscription,1969,4,68,Hybrid,0,0,,2962 kg
Volvo,Xc90,D5 R-Design,1969,4,68,Diesel,13.2,13.2,,2962 kg
Land Rover Rover,Range Sport,5.0L V8 Svr Petrol,4999,8,86,Petrol,0,0,3000 kg,2310 kg
Land Rover Rover,Range Sport,2.0L S Petrol,1997,8,105,Petrol,0,0,2900 kg,2083 kg
Land Rover Rover,Range Sport,2.0L Se Petrol,1997,8,105,Petrol,0,0,2900 kg,2083 kg
Land Rover Rover,Range Sport,3.0L V6 Se Petrol,2995,6,85,Petrol,0,0,3000 kg,2134 kg
Land Rover Rover,Range Sport,2.0L Hse Petrol,1997,8,105,Petrol,0,0,3100 kg,2687 kg
Land Rover Rover,Range Sport,3.0L V6 Hse Petrol,2995,6,85,Petrol,0,0,3000 kg,2134 kg
Land Rover Rover,Range Sport,5.0L V8 Autobiography Dynamic Petrol,4999,8,86,Petrol,0,0,,
Land Rover Rover,Range Sport,3.0L Tdv6 S Diesel,2993,6,80,Diesel,0,0,3000 kg,2134 kg
Land Rover Rover,Range Sport,3.0L Tdv6 Se Diesel,2993,6,80,Diesel,0,0,3000 kg,2134 kg
Land Rover Rover,Range Sport,4.4L Sdv8 Hse Diesel,4367,8,105,Diesel,5.9,5.9,3200 kg,2443 kg
Jaguar,Xj,3.0L,2993,6,82,Diesel,9.5,9.5,2450 kg,1871 kg
Jaguar,Xj,3.0L Portfolio,2993,6,83,Diesel,9.5,9.5,2450 kg,1871 kg
Jaguar,Xj,50,2993,6,82,Diesel,9.5,9.5,2450 kg,1860 kg
Porsche,Cayenne,E-Hybrid,2995,6,75,Hybrid,0,0,,2370 kg
Porsche,Cayenne,Turbo,3996,6,90,Petrol,0,0,,2245 kg
Porsche,Cayenne,Base,2995,6,75,Petrol,0,0,,2840 kg
Maserati,Ghibli,Diesel,2987,6,70,Diesel,0,0,,1810 kg
Maserati,Ghibli,Gransport,2987,6,70,Diesel,0,0,,1810 kg
Maserati,Ghibli,Granlusso,2987,6,70,Diesel,0,0,,1810 kg
Toyota,Land Cruiser,Vx,4461,8,93,Diesel,5.3,5.3,3350 kg,2740 kg
Audi,Rs7,Sportback,3993,8,75,Petrol,5.6,5.6,2505 kg,1995 kg
Land Rover Rover,Range,5.0L V8 Autobiography Petrol,4999,8,105,Petrol,4.4,4.4,3100 kg,2687 kg
Land Rover Rover,Range,5.0L V8 Svautobiography Dynamic Petrol,4999,8,105,Petrol,4.4,4.4,3100 kg,2687 kg
Land Rover Rover,Range,3.0L V6 Vogue Lwb Petrol,2995,6,85,Petrol,8.1,8.1,3100 kg,2687 kg
Land Rover Rover,Range,5.0L V8 Svautobiography Lwb Petrol,4999,8,65,Petrol,8,8,3150 kg,2330 kg
Land Rover Rover,Range,3.0L Tdv6 Vogue Diesel,2993,6,105,Diesel,0,0,,
Land Rover Rover,Range,3.0L Tdv6 Vogue Lwb Diesel,2993,6,85,Diesel,0,0,3100 kg,2687 kg
Land Rover Rover,Range,4.4L Sdv8 Autobiography Lwb Diesel,4367,8,90,Diesel,0,0,3100 kg,2687 kg
Land Rover Rover,Range,4.4L Sdv8 Svautobiography Lwb Diesel,4367,8,65,Diesel,8.69,8.69,,
Land Rover Rover,Range,4.4L Sdv8 Vogue Se Lwb Diesel,4367,8,65,Diesel,0,0,,
Land Rover Rover,Range,3.0L V6 Vogue Se Lwb Petrol,2995,6,85,Petrol,8.1,8.1,3100 kg,2687 kg
Maserati,Grancabrio,Standard,4691,8,75,Petrol,4,4,2350 kg,1980 kg
Mercedes,Mercedes-Benz Amg-Gt,S,3982,8,75,Petrol,5,5,1890 kg,1645 kg
Mercedes,Mercedes-Benz Amg-Gt,R,3982,8,75,Petrol,5,5,1890 kg,1630 kg
Mercedes,Mercedes-Benz Amg-Gt,Roadster,3982,8,75,Petrol,5,5,1890 kg,1670 kg
Mercedes,Mercedes-Benz Amg Gt 4-Door Coupe,63 S 4Matic+,3982,8,65,Petrol,0,0,,
Lamborghini,Huracan,Lp 610-4,5204,10,90,Petrol,5.6,5.6,,1422 kg
Lamborghini,Huracan,Lp 580-2,5204,10,90,Petrol,5.8,5.8,,1389 kg
